 Activity Identifier, Activity Default Currency, Activity Default Language, Humanitarian, Activity Title, Activity Description (General), Activity Description (Objectives), Activity Description (Target Groups), Activity Description (Others), Activity Status, Actual Start Date, Actual End Date, Planned Start Date, Planned End Date, Participating Organisation Role, Participating Organisation Type, Participating Organisation Name, Participating Organisation Identifier, Recipient Country Code, Recipient Country Percentage, Recipient Region Code, Recipient Region Percentage, Sector Vocabulary,Sector Vocabulary URI, Sector Code, Sector Percentage, Sector Narrative, Transaction Internal Reference, Transaction Type, Transaction Date, Transaction Value, Transaction Value Date, Transaction Description, Transaction Provider Organisation Identifier, Transaction Provider Organisation Type, Transaction Provider Organisation Activity Identifier, Transaction Provider Organisation Description, Transaction Receiver Organisation Identifier, Transaction Receiver Organisation Type, Transaction Receiver Organisation Activity Identifier, Transaction Receiver Organisation Description, Transaction Sector Vocabulary, Transaction Sector Vocabulary URI, Transaction Sector Code,Transaction Sector Narrative, Transaction Recipient Country Code, Transaction Recipient Region Code, Policy Marker Vocabulary, Policy Marker Code, Policy Marker Significance, Activity Scope, Budget Type, Budget Status, Budget Period Start, Budget Period End, Budget Value, Budget Value Date, Budget Currency, Related Activity Identifier, Related Activity Type, Contact Type, Contact Organization, Contact Department, Contact Person Name, Contact Job Title, Contact Telephone, Contact Email, Contact Website, Contact Mailing Address
,,,,,,,,,,,,,,,,,,,,298,,1,,31162,50,,,3,2020/10/31,386715,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,473631,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,903496,2021/06/30,USD,,,,,,,,,,,
3743-PPD,USD,en,0,Public-Private Dialogue,"This programme will provide technical support for effective public-private sector dialogue (PPD) to stakeholders to shape the sub-national, national and regional business environment; and address the weak institutional capacity and technical expertise of Apex Private Sector and civil society organisations. It will focus on the EAC Customs Union and Common Market Protocol, NTBs, and Trade Logistics Hubs advocacy that look at sector competitive issues.",,,,2,2017/01/01,,2017/01/01,2022/12/31,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,50,,,3,2019/10/31,553738,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,31162,50,,,3,2020/01/31,-128,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,6588,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,493672,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,1800,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,193423,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,1053870,2021/06/30,USD,,,,,,,,,,,
3734-TP,USD,en,0,Trade Policy,"The Trade Policy Programme aims to support the EAC Partner States improve their trade regulatory environment and contribute to the reduction of trade barriers and Improved Business Competitiveness in the region. It entails supporting the Partner States develop a regional common external trade policy to respond to challenge of multiple membership to regional economic blocs by EAC Partner States, assisting EAC PS align national to regional trade policies among others.",,,,2,2018/04/01,,2018/04/01,2023/04/01,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,34,,,3,2019/10/31,584187,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,93432,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,25480,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,4463,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,54239,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,265449,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,48364,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,821562,2021/06/30,USD,,,,,,,,,,,
3733-WTO,USD,en,0,Implementation of  World Trade Organisation Agreements,"The project supports the Ministry with implementation of WTO’s Bali Agreement (at National level), including domestication of international agreements; and support operationalization of a National Trade Facilitation Committee (NTFC); integrating functionalities of the National Monitoring; SPS and TBT Committees.",,,,2,2018/01/01,,2018/01/01,2022/06/30,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,34,,,3,2019/10/31,88766,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,9982,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,14435,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,127131,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,38011,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,37412,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,0,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,240314,2021/06/30,USD,,,,,,,,,,,
3730-SWIFT,USD,en,0,Tanzania and Zanzibar Chambar of Commerce  Single Window System ,"The project is designed to address operational challenges being faced by the TCCIA and ZNCCIA in executing their mandate i.e. Advocacy, business information exchange, COO issuance and capacity building. The main challenges include:
•	Payment processing and reconciliation challenges
•	Inability to transmit COOs to EAC partner states as required under the Single Customs Territory framework
•	Challenges in managing membership information and related data
•	System usability challenges",,,,2,2019/01/01,,2019/01/01,2022/03/31,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,50,,,3,2019/10/31,14890,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,22040,50,,,3,2020/01/31,52271,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,29046,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,606,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,95921,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,173813,2021/06/30,USD,,,,,,,,,,,
3729-SWIFT,USD,en,0,Ministry of Livestock and  Fisheries Single Window System ,"Ministry of Livestock and Fisheries is a Public institution in Tanzania. Its mission is to build and support the technical and professional capacity of local government authorities and the private sector to develop, manage, and regulate the livestock and fisheries resources sustainably.

The project aims to improve the Ministry’s efficiency by establishing an electronic platform to enable traders to electronically apply for trade documents related to Livestock, livestock products, Fish and fish products. The platform is intended to also provide a trading platform for livestock at the internal markets as well as monitor cattle inter-district movement through the issuance of cattle movement licenses. The platform intends to support 4 departments: diary department, meat department, fisheries department, and livestock department.",,,,2,2019/09/01,,2019/09/01,2021/12/31,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,50,,,3,2019/07/30,1442,2019/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/07/30 to 2019/09/30,,,,,,,,,,,,,,,,,,,2,2,2019/09/30,2019/09/30,0,2019/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,22040,50,,,3,2019/10/31,910,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/01/31,5260,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,9716,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,4359,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,19098,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,1560,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,2160,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,167687,2021/06/30,USD,,,,,,,,,,,
3728-SWIFT,USD,en,0,Ministry of Agriculture Single WIndow Phase II,"The Single Window Information for Trade (SWIFT) System (or Single Window) is a trade facilitation concept that enables international (cross-border) traders to submit regulatory documents at a single location and/or single entity. These documents typically include customs declarations, applications for import/export permits, and other supporting documents such as certificates of origin and trading invoices. The project supports automation of 13 crop boards, that are linked with the Ministry of Agriculture, Livestock and Fisheries, to automate their trade facilitation business processes and set up their trading regulations information portal. The crop boards are: Plant Health Services, Fertilizers Board, Tea Board, Coffee Board, Sisal Board, Pyrethrum Board, Cotton Board, Tanzania Pesticide Research Institute, and Tanzania Official Seed Certification Institute (TOSCI).

Project’s Key expected results include:
?	The 13 targeted crop boards improve competency in using the SWIFT;
?	Economic operators and trade agencies improve efficiency.",,,,2,2015/01/01,,2015/01/01,2020/12/31,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,50,,,3,2019/10/31,101100,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,22040,50,,,3,2020/01/31,20418,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,24384,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,10042,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,0,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,155943,2021/06/30,USD,,,,,,,,,,,
3727-SWIFT,USD,en,0,Tanzania Mercantile Exchange (TMX) Single Window System ,"The project seeks to establish a robust commodity trading ICT system, with its enabling hardware infrastructure. Financial and technical support being advanced by TMEA will focus on activities that address the technology, process and people aspects of the Tanzania Mercantile Exchange with the aim of;
i.	Assurring all commodity market players the security they need in the market through providing a secure and reliable end-to-end system for matching offers and bids for commodity transactions.
ii.	Providing a risk-free payment and goods delivery system to settle transactions, while serving all participants fairly and efficiently. 
iii.	Creating trust and transparency through aggressive market data dissemination to all market actors, through clearly defined rules of trading, payments and delivery and business conduct, and through an internal dispute settlement mechanism.",,,,2,2019/01/01,,2019/01/01,2022/06/30,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,50,,,3,2019/10/31,485704,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,22040,50,,,3,2020/01/31,36287,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,33975,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,54339,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,304967,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,227213,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,1243,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,856305,2021/06/30,USD,,,,,,,,,,,
3726-TFDA,USD,en,0,Tanzania Medicine and Medical Devices Authority - TMDA,"In 2014 TFDA in collaboration with TMEA developed an Integrated Management Information System (IMIS) for processing of registration of the regulated products, issuance import and export permits, and premises registration; and laboratory management.  However, TFDA has not been able to optimize use of all the automated processes which had been provided for access to applicants through the portal. The current accessible service has been limited to the application of import and export services due to myriad of challenges faced in deploying the other processes online. The transition of TFDA from the manual processes to using the online and automated processes has brought with it other needs that require to be addressed in order to continue promoting the uptake of the system. 

This project therefore intends to enhance the TFDA system to guarantee 100% end-to-end digital transactions of related processes in the operations and administration of trade documentations and border formalities carried out by TFDA as part of their regulatory mandate to protect the safety and health of Tanzanian and the wider East African Community citizens as well as facilitate trade.",,,,2,2017/10/01,,2017/10/01,2021/06/30,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,50,,,3,2019/10/31,238155,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,22040,50,,,3,2020/01/31,26164,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,27077,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,0,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,264319,2021/06/30,USD,,,,,,,,,,,
3725-EPZA,USD,en,0,Export Processing Zone Authority (EPZA),"TMEA's partnership with the Export Processing Zone Authority (EPZA) focuses on technical and financial support in the establishment of a robust Information and Communications Technology (ICT) platform that will enable the authority  to; 

1.) Digitize its internal processes and procedures to facilitate better inter-departmental coordination and collaboration throughout all EPZs and SEZs managed and regulated by the Authority

2.) Digitize its services to facilitate ease of access and high availability of services to investors and other stakeholders, and 

3.) Interface its services with other services offered by other government agencies and hence effectively creating a single point of access and availability of all services required by investors to set up and operate in EPZ and SEZs in Tanzania",,,,2,2018/07/01,,2018/07/01,2022/06/30,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,34,,,3,2019/10/31,191811,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,2500,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,46986,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,10000,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,241297,2021/06/30,USD,,,,,,,,,,,
3714-TBS,USD,en,0,Quality and Standards Programme,"The existing standards frameworks in Tanzania faces challenges of policy, administrative, regulatory and enforcement nature. These challenges have hampered TBS's capability to offer quality service to its stakeholders; develop market-oriented standards; and foster the uptake and adoption of standards by the business community. The support will assist TBS in the following; 1.) Development of a training program on Standards, targeting MSMEs using conventional training methods suitable for businesses - using both analogue and digital platforms; 2.) Development of an integrated Standards, Quality, Metrology and Testing (iSQMT) system that will automate the key administrative processes used by TBS to offer services to its stakeholders; 3.) Development of a National Quality Policy Framework to establish guidelines and procedures in the development, administration, regulation and enforcement of standards in Tanzania; and 4.) Development of a standards harmonization and accreditation program to support TBS to domesticate regionally harmonized standards and also have their systems, processes and service delivery processes accredited.",,,,2,2016/01/01,,2016/01/01,2021/07/31,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,34,,,3,2019/10/31,1685535,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,271497,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,43073,33,,,3,2020/04/30,118160,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,249102,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,333238,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,735034,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,178245,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,2385295,2021/06/30,USD,,,,,,,,,,,
3713-NTB,USD,en,0,Non-Tariff Barrier Programme,"This programme is designed to eliminate non-tariff barriers (NTBs) and other trade barriers in Tanzania by improving NTB identification, registration, monitoring, reporting and elimination by the private sector and government institutions. The programme will also increase awareness on the effect of NTBs and enhance prioritisation of resources used in NTB elimination. ",,,,2,2018/07/01,,2018/07/01,2023/12/30,4,23,TradeMark East Africa,,TZ,100,298,,1,,33120,34,,,3,2019/10/31,170271,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,15138,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,260,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
